id,slug,category,tool_type,quality_9,has_compare_price,has_source_url,signals,bucket,confidence,reason
archive-tools,archive-tools,creation,specialise,6,true,true,"",migrer,medium,"Fiche solide, pricing présent (source à confirmer)"
stock-footage,stock-footage,creation,specialise,6,true,true,"",migrer,medium,"Fiche solide, pricing présent (source à confirmer)"
meme-templates,meme-templates,creation,specialise,6,true,true,"",migrer,medium,"Fiche solide, pricing présent (source à confirmer)"
screen-capture-tools,screen-capture-tools,creation,specialise,6,true,true,"",migrer,medium,"Fiche solide, pricing présent (source à confirmer)"
emoji-sticker-packs,emoji-sticker-packs,creation,specialise,6,true,true,"",migrer,medium,"Fiche solide, pricing présent (source à confirmer)"
lightroom-mobile,lightroom-mobile,creation,satellite,6,true,true,"",migrer,medium,"Fiche solide, pricing présent (source à confirmer)"
mobile-gimbal-apps,mobile-gimbal-apps,creation,specialise,6,true,true,"",migrer,medium,"Fiche solide, pricing présent (source à confirmer)"
teleprompter,teleprompter,creation,specialise,6,true,true,"",migrer,medium,"Fiche solide, pricing présent (source à confirmer)"
caption-tools,caption-tools,creation,specialise,6,true,true,"",migrer,medium,"Fiche solide, pricing présent (source à confirmer)"
shared-cloud-folders,shared-cloud-folders,creation,specialise,6,true,true,"",migrer,medium,"Fiche solide, pricing présent (source à confirmer)"
brand-kits,brand-kits,creation,specialise,6,true,true,"",migrer,medium,"Fiche solide, pricing présent (source à confirmer)"
subtitle-tools,subtitle-tools,creation,specialise,6,true,true,"",migrer,medium,"Fiche solide, pricing présent (source à confirmer)"
review-tools,review-tools,creation,specialise,6,true,true,"",migrer,medium,"Fiche solide, pricing présent (source à confirmer)"
social-schedulers,social-schedulers,creation,specialise,6,true,true,"",migrer,medium,"Fiche solide, pricing présent (source à confirmer)"
bots-discord,bots-discord,communication,specialise,6,true,true,"",migrer,medium,"Fiche solide, pricing présent (source à confirmer)"
causal,causal,analytics,specialise,6,true,true,"",migrer,medium,"Fiche solide, pricing présent (source à confirmer)"
attio,attio,project-management,specialise,6,true,true,"",migrer,medium,"Fiche solide, pricing présent (source à confirmer)"
gong,gong,project-management,specialise,6,true,true,"",migrer,medium,"Fiche solide, pricing présent (source à confirmer)"
float,float,project-management,specialise,6,true,true,"",migrer,medium,"Fiche solide, pricing présent (source à confirmer)"
clickup-ai,clickup-ai,project-management,specialise,6,true,true,"",migrer,medium,"Fiche solide, pricing présent (source à confirmer)"
productive-io,productive-io,project-management,specialise,6,true,true,"",migrer,medium,"Fiche solide, pricing présent (source à confirmer)"
ashby,ashby,hris-payroll,specialise,6,true,true,"",migrer,medium,"Fiche solide, pricing présent (source à confirmer)"
axonaut,axonaut,finance,specialise,6,true,true,"",migrer,medium,"Fiche solide, pricing présent (source à confirmer)"
gocardless,gocardless,finance,specialise,6,true,true,"",migrer,medium,"Fiche solide, pricing présent (source à confirmer)"
pennylane-ai-selon-dispo,pennylane-ai-selon-dispo,finance,specialise,6,true,true,"",migrer,medium,"Fiche solide, pricing présent (source à confirmer)"
customer-io,customer-io,project-management,specialise,6,true,true,"",migrer,medium,"Fiche solide, pricing présent (source à confirmer)"
dovetail-ai,dovetail-ai,project-management,specialise,6,true,true,"",migrer,medium,"Fiche solide, pricing présent (source à confirmer)"
coupler-io,coupler-io,analytics,specialise,6,true,true,"",migrer,medium,"Fiche solide, pricing présent (source à confirmer)"
supermetrics,supermetrics,analytics,specialise,6,true,true,"",migrer,medium,"Fiche solide, pricing présent (source à confirmer)"
excel-copilot,excel-copilot,project-management,specialise,6,true,true,"",migrer,medium,"Fiche solide, pricing présent (source à confirmer)"
webhooks,webhooks,automation,specialise,6,true,true,"",migrer,medium,"Fiche solide, pricing présent (source à confirmer)"
relevance-ai,relevance-ai,automation,specialise,6,true,true,"",migrer,medium,"Fiche solide, pricing présent (source à confirmer)"
lindy,lindy,automation,specialise,6,true,true,"",migrer,medium,"Fiche solide, pricing présent (source à confirmer)"
captain-contrat,captain-contrat,legal-contracts,specialise,6,true,true,"",migrer,medium,"Fiche solide, pricing présent (source à confirmer)"
legalplace,legalplace,legal-contracts,specialise,6,true,true,"",migrer,medium,"Fiche solide, pricing présent (source à confirmer)"
chatgpt-pour-brouillons-non-juridiques,chatgpt-pour-brouillons-non-juridiques,project-management,specialise,6,true,true,"",migrer,medium,"Fiche solide, pricing présent (source à confirmer)"
weezevent,weezevent,project-management,specialise,6,true,true,"",migrer,medium,"Fiche solide, pricing présent (source à confirmer)"
krea-selon-metier,krea-selon-metier,project-management,specialise,6,true,true,"",migrer,medium,"Fiche solide, pricing présent (source à confirmer)"
pennylane-ou-indy,pennylane-ou-indy,finance,specialise,6,true,true,"",migrer,medium,"Fiche solide, pricing présent (source à confirmer)"
gamma-ai,gamma-ai,project-management,specialise,6,true,true,"",migrer,medium,"Fiche solide, pricing présent (source à confirmer)"
webflow-framer,webflow-framer,project-management,specialise,6,true,true,"",migrer,medium,"Fiche solide, pricing présent (source à confirmer)"
pennylane-qonto,pennylane-qonto,finance,specialise,6,true,true,"",migrer,medium,"Fiche solide, pricing présent (source à confirmer)"
openai,openai,project-management,specialise,6,true,true,"",migrer,medium,"Fiche solide, pricing présent (source à confirmer)"
instantly,instantly,project-management,specialise,6,true,true,"",migrer,medium,"Fiche solide, pricing présent (source à confirmer)"
feedly,feedly,project-management,specialise,6,true,true,"",migrer,medium,"Fiche solide, pricing présent (source à confirmer)"
readwise,readwise,project-management,specialise,6,true,true,"",migrer,medium,"Fiche solide, pricing présent (source à confirmer)"
gorgias-helpscout,gorgias-helpscout,communication,specialise,6,true,true,"",migrer,medium,"Fiche solide, pricing présent (source à confirmer)"
zapier-make,zapier-make,automation,specialise,6,true,true,"",migrer,medium,"Fiche solide, pricing présent (source à confirmer)"
relume-ai,relume-ai,project-management,specialise,6,true,true,"",migrer,medium,"Fiche solide, pricing présent (source à confirmer)"
twitch-studio,twitch-studio,communication,specialise,9,true,true,"txt:library",rechercher,low,"Signal librairie unique — confirmer scope (OSS vs SaaS)"
hugeicons,hugeicons,design-tools,satellite,8,true,true,"txt:library",rechercher,low,"Signal librairie unique — confirmer scope (OSS vs SaaS)"
penpot,penpot,design-tools,metier,8,true,true,"txt:library",rechercher,low,"Signal librairie unique — confirmer scope (OSS vs SaaS)"
plane,plane,project-management,,8,true,true,"txt:library",rechercher,low,"Signal librairie unique — confirmer scope (OSS vs SaaS)"
excalidraw,excalidraw,design-tools,satellite,8,true,true,"txt:library",rechercher,low,"Signal librairie unique — confirmer scope (OSS vs SaaS)"
are-na,are-na,design-tools,specialise,8,true,true,"txt:library",rechercher,low,"Signal librairie unique — confirmer scope (OSS vs SaaS)"
snipe-it,snipe-it,organization,specialise,8,true,true,"txt:library",rechercher,low,"Signal librairie unique — confirmer scope (OSS vs SaaS)"
pandadoc,pandadoc,legal-contracts,specialise,8,true,true,"txt:library",rechercher,low,"Signal librairie unique — confirmer scope (OSS vs SaaS)"
icons8,icons8,design-tools,satellite,8,true,true,"txt:library",rechercher,low,"Signal librairie unique — confirmer scope (OSS vs SaaS)"
noun-project,noun-project,design-tools,satellite,8,true,true,"txt:library",rechercher,low,"Signal librairie unique — confirmer scope (OSS vs SaaS)"
magicbrief,magicbrief,creation,specialise,8,true,true,"txt:library",rechercher,low,"Signal librairie unique — confirmer scope (OSS vs SaaS)"
obs,obs,creation,specialise,8,true,true,"txt:library",rechercher,low,"Signal librairie unique — confirmer scope (OSS vs SaaS)"
zotero,zotero,formation-education,specialise,8,true,true,"txt:library",rechercher,low,"Signal librairie unique — confirmer scope (OSS vs SaaS)"
giphy,giphy,creation,specialise,8,true,true,"txt:library",rechercher,low,"Signal librairie unique — confirmer scope (OSS vs SaaS)"
tenor,tenor,creation,specialise,8,true,true,"txt:library",rechercher,low,"Signal librairie unique — confirmer scope (OSS vs SaaS)"
balsamiq,balsamiq,prototyping,satellite,7,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
lottie,lottie,prototyping,satellite,7,false,false,"txt:library|price:0/none",rechercher,low,"Signal librairie unique — confirmer scope (OSS vs SaaS)"
avocode,avocode,prototyping,satellite,7,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
origami,origami,prototyping,satellite,7,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
visily,visily,prototyping,satellite,7,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
pterocos,pterocos,prototyping,satellite,7,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
react-hook-form,react-hook-form,ui-components,satellite,7,false,false,"cat:ui-components|price:0/none",rechercher,low,"Signal librairie unique — confirmer scope (OSS vs SaaS)"
tanstack-router,tanstack-router,ui-components,satellite,7,false,false,"cat:ui-components|price:0/none",rechercher,low,"Signal librairie unique — confirmer scope (OSS vs SaaS)"
radix-primitives,radix-primitives,ui-components,satellite,7,false,false,"cat:ui-components|price:0/none",rechercher,low,"Signal librairie unique — confirmer scope (OSS vs SaaS)"
headless-ui,headless-ui,ui-components,satellite,7,false,false,"cat:ui-components|price:0/none",rechercher,low,"Signal librairie unique — confirmer scope (OSS vs SaaS)"
react-query,react-query,ui-components,satellite,7,false,false,"cat:ui-components|price:0/none",rechercher,low,"Signal librairie unique — confirmer scope (OSS vs SaaS)"
vue-router,vue-router,ui-components,satellite,7,false,false,"cat:ui-components|price:0/none",rechercher,low,"Signal librairie unique — confirmer scope (OSS vs SaaS)"
create-react-app,create-react-app,ui-components,satellite,7,false,false,"cat:ui-components|price:0/none",rechercher,low,"Signal librairie unique — confirmer scope (OSS vs SaaS)"
flux-ai,flux-ai,creation,ia,7,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
angular-universal,angular-universal,ui-components,satellite,7,false,false,"cat:ui-components|price:0/none",rechercher,low,"Signal librairie unique — confirmer scope (OSS vs SaaS)"
preact,preact,ui-components,satellite,7,false,false,"cat:ui-components|price:0/none",rechercher,low,"Signal librairie unique — confirmer scope (OSS vs SaaS)"
vue-cli,vue-cli,ui-components,satellite,7,false,false,"cat:ui-components|price:0/none",rechercher,low,"Signal librairie unique — confirmer scope (OSS vs SaaS)"
youform,youform,nocode-web,satellite,7,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
pics-io,pics-io,storage,satellite,7,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
proofhub,proofhub,project-management,satellite,7,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
rocket-lawyer,rocket-lawyer,legal-contracts,satellite,7,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
samcart,samcart,finance,satellite,7,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
brandmark,brandmark,design-tools,satellite,7,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
clipwing,clipwing,creation,satellite,7,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
ahrefs,ahrefs,analytics,satellite,7,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
carrd,carrd,nocode-web,satellite,7,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
typedream,typedream,nocode-web,satellite,7,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
dorik,dorik,nocode-web,satellite,7,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
fathom-analytics,fathom-analytics,analytics,satellite,7,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
simple-analytics,simple-analytics,analytics,satellite,7,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
wized,wized,nocode-web,satellite,7,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
microsoft-365-copilot,microsoft-365-copilot,ai-general,bundle,7,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
seo-mode,seo-mode,analytics,satellite,7,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
vmake,vmake,creation,satellite,7,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
guideless,guideless,ai-general,satellite,7,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
cossistant,cossistant,communication,satellite,7,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
pageai,pageai,nocode-web,satellite,7,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
voicetypr,voicetypr,ai-general,satellite,7,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
crawlbase,crawlbase,creation,satellite,7,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
pikkovia,pikkovia,design-tools,satellite,7,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
maced-ai,maced-ai,security,satellite,7,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
screensage-pro,screensage-pro,creation,satellite,7,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
inbound,inbound,creation,satellite,7,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
superdev-pro,superdev-pro,creation,satellite,7,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
pixco,pixco,creation,satellite,7,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
klaviyo,klaviyo,marketing,metier,7,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
crisp,crisp,communication,satellite,7,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
dependabot,dependabot,security,metier,7,false,false,"url:github/npm|price:0/none",rechercher,low,"Signal librairie unique — confirmer scope (OSS vs SaaS)"
postman,postman,nocode-web,metier,7,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
agicap,agicap,finance,specialise,7,false,true,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
didomi,didomi,legal-contracts,specialise,7,false,true,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
greenly,greenly,finance,specialise,7,false,true,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
affinity-designer,affinity-designer,design,metier,7,false,true,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
coreldraw,coreldraw,design,metier,7,false,true,"",rechercher,medium,"Partiel, pricing/source à compléter"
clip-studio-paint,clip-studio-paint,illustration,metier,7,false,true,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
krita,krita,illustration,metier,7,false,true,"txt:library|price:0/none",rechercher,low,"Signal librairie unique — confirmer scope (OSS vs SaaS)"
affinity-publisher,affinity-publisher,publishing,metier,7,false,true,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
darktable,darktable,photo,metier,7,false,true,"txt:library|price:0/none",rechercher,low,"Signal librairie unique — confirmer scope (OSS vs SaaS)"
dxo-photolab,dxo-photolab,photo,metier,7,false,true,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
photopea,photopea,photo,metier,7,false,true,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
pixelmator-pro,pixelmator-pro,photo,metier,7,false,true,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
liinks,liinks,communication,satellite,6,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
eagle,eagle,design-tools,satellite,6,true,true,"txt:library",rechercher,low,"Signal librairie unique — confirmer scope (OSS vs SaaS)"
adobe-acrobat,adobe-acrobat,productivity-tracking,satellite,6,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
adobe-express,adobe-express,creation,satellite,6,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
artlist,artlist,creation,satellite,6,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
epidemic-sound,epidemic-sound,creation,satellite,6,false,false,"txt:library",rechercher,low,"Signal librairie unique — confirmer scope (OSS vs SaaS)"
brandpad,brandpad,design-tools,satellite,6,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
auphonic,auphonic,creation,satellite,6,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
instagram,instagram,communication,satellite,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
acf,acf,nocode-web,metier,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
airbyte,airbyte,analytics,satellite,6,false,false,"txt:library|price:0/none",rechercher,low,"Signal librairie unique — confirmer scope (OSS vs SaaS)"
algolia,algolia,analytics,satellite,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
anthropic,anthropic,ai-general,ia,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
app-store-connect,app-store-connect,nocode-web,metier,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
appsmith,appsmith,nocode-web,metier,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
auth-js,auth-js,security,metier,6,false,false,"txt:library|price:0/none",rechercher,low,"Signal librairie unique — confirmer scope (OSS vs SaaS)"
aws,aws,nocode-web,metier,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
axe-devtools,axe-devtools,security,metier,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
babylon-js,babylon-js,creation,satellite,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
better-stack,better-stack,analytics,satellite,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
bigquery,bigquery,analytics,satellite,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
bloc,bloc,nocode-web,metier,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
bricks,bricks,nocode-web,metier,6,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
browserstack,browserstack,nocode-web,metier,6,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
budibase,budibase,nocode-web,metier,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
bullmq,bullmq,nocode-web,metier,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
burp-suite,burp-suite,security,metier,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
celery,celery,nocode-web,metier,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
chromatic,chromatic,ui-components,satellite,6,false,false,"cat:ui-components",rechercher,low,"Signal librairie unique — confirmer scope (OSS vs SaaS)"
chrome-devtools,chrome-devtools,nocode-web,metier,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
clerk,clerk,security,metier,6,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
client-first,client-first,nocode-web,metier,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
cloudflare,cloudflare,security,metier,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
cloudinary,cloudinary,storage,satellite,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
codemagic,codemagic,nocode-web,metier,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
contentful,contentful,nocode-web,metier,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
cypress,cypress,nocode-web,metier,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
dbt,dbt,analytics,satellite,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
directus,directus,nocode-web,metier,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
docker,docker,nocode-web,metier,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
eas-build,eas-build,nocode-web,metier,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
elementor,elementor,nocode-web,metier,6,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
eslint,eslint,nocode-web,metier,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
expo,expo,nocode-web,metier,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
fastapi,fastapi,nocode-web,metier,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
finsweet,finsweet,nocode-web,metier,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
flutter,flutter,nocode-web,metier,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
fmod,fmod,creation,satellite,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
framer-motion,framer-motion,ui-components,satellite,6,false,false,"cat:ui-components|price:0/none",rechercher,low,"Signal librairie unique — confirmer scope (OSS vs SaaS)"
github-actions,github-actions,project-management,satellite,6,false,false,"url:github/npm|price:0/none",rechercher,low,"Signal librairie unique — confirmer scope (OSS vs SaaS)"
github-advanced-security,github-advanced-security,security,metier,6,false,false,"url:github/npm|price:0/none",rechercher,low,"Signal librairie unique — confirmer scope (OSS vs SaaS)"
go,go,nocode-web,metier,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
godot,godot,creation,satellite,6,false,false,"txt:library|price:0/none",rechercher,low,"Signal librairie unique — confirmer scope (OSS vs SaaS)"
gcp,gcp,nocode-web,metier,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
google-play-console,google-play-console,nocode-web,metier,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
google-tag-manager,google-tag-manager,analytics,satellite,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
grafana,grafana,analytics,satellite,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
graphql,graphql,nocode-web,metier,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
helicone,helicone,ai-general,ia,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
hydrogen,hydrogen,nocode-web,satellite,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
infomaniak,infomaniak,nocode-web,metier,6,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
insomnia,insomnia,nocode-web,metier,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
itch-io,itch-io,creation,satellite,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
jest,jest,nocode-web,metier,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
jupyter,jupyter,analytics,satellite,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
kinsta,kinsta,nocode-web,metier,6,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
kubernetes,kubernetes,nocode-web,metier,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
langchain,langchain,ai-general,ia,6,false,false,"txt:library|price:0/none",rechercher,low,"Signal librairie unique — confirmer scope (OSS vs SaaS)"
langsmith,langsmith,ai-general,ia,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
lemon-squeezy,lemon-squeezy,finance,satellite,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
lighthouse,lighthouse,analytics,satellite,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
liquid,liquid,nocode-web,satellite,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
llamaindex,llamaindex,ai-general,ia,6,false,false,"txt:library|price:0/none",rechercher,low,"Signal librairie unique — confirmer scope (OSS vs SaaS)"
localwp,localwp,nocode-web,metier,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
logtail,logtail,analytics,satellite,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
loops,loops,email-productivity,satellite,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
mainwp,mainwp,nocode-web,metier,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
managewp,managewp,nocode-web,metier,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
medusa,medusa,nocode-web,satellite,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
meta-quest-developer-tools,meta-quest-developer-tools,creation,satellite,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
azure,azure,nocode-web,metier,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
nestjs,nestjs,nocode-web,metier,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
newman,newman,nocode-web,metier,6,false,false,"url:github/npm|price:0/none",rechercher,low,"Signal librairie unique — confirmer scope (OSS vs SaaS)"
next-js,next-js,nocode-web,metier,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
node-js,node-js,nocode-web,metier,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
nvda,nvda,security,metier,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
openai-api,openai-api,ai-general,ia,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
openapi,openapi,nocode-web,metier,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
owasp-zap,owasp-zap,security,metier,6,false,false,"txt:library|price:0/none",rechercher,low,"Signal librairie unique — confirmer scope (OSS vs SaaS)"
p5-js,p5-js,creation,satellite,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
pagespeed-insights,pagespeed-insights,analytics,satellite,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
partytown,partytown,analytics,satellite,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
payload-cms,payload-cms,nocode-web,metier,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
percy,percy,ui-components,satellite,6,false,false,"cat:ui-components|price:0/none",rechercher,low,"Signal librairie unique — confirmer scope (OSS vs SaaS)"
pgvector,pgvector,ai-general,ia,6,false,false,"url:github/npm|price:0/none",rechercher,low,"Signal librairie unique — confirmer scope (OSS vs SaaS)"
php,php,nocode-web,metier,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
pinecone,pinecone,ai-general,ia,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
playwright,playwright,nocode-web,metier,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
poetry,poetry,nocode-web,metier,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
postgresql,postgresql,nocode-web,metier,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
